,TIEMPO,ANGULO
0,0.1204214,360.00004215329415
1,0.36126415,360.0000800966249
2,0.6021069,360.0001180393482
3,0.8429496999999999,360.00020234449175
4,1.08379245,360.00024028591946
5,1.3246352,360.0002782266854
6,1.565478,360.0003625298891
7,1.8063207499999998,360.0004004693389
8,2.0471635,360.0004384079795
